Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,Town/City,Postcode,Country,Reference,Category
30/09/2023,HEAVEN                  London,5.00,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232740036000010262303',Entertainment-Bars & Cafés
30/09/2023,HEAVEN                  London,17.25,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232740036000010262288',Entertainment-Bars & Cafés
30/09/2023,M&S BISHOPS STORTFORD   GREATER LONDON,25.50,GOODS,M&S BISHOPS STORTFORD   GREATER LONDON,6 CITY NORTH PLACE,LONDON,N4 3FU,UNITED KINGDOM OF GB AND NI,'AT232740036000010231749',General Purchases-Department Stores
30/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,9.50,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232740036000010251614',Travel-Other Travel
29/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,16.97,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232730036000010264899',Entertainment-Restaurants
29/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,34.08,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232730036000010253096',Entertainment-Restaurants
28/09/2023,SPORTAS LIMITED         LONDON,13.00,,SPORTAS LIMITED         LONDON,14 GAINSBOROUGH ROAD GAINSBOROUGH ROAD,LONDON,E15 3AF,UNITED KINGDOM OF GB AND NI,'AT232710037000010237343',Entertainment-Sports Events
28/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,9.50,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232720045000010249358',Travel-Other Travel
27/09/2023,COMAN & CO LTD          LONDON,150.00,Sage Pay Now Payment,COMAN & CO LTD          LONDON,14 UPLAND ROAD,LONDON,SE22 9EE,UNITED KINGDOM OF GB AND NI,'AT232710037000010234910',General Purchases-General Retail
26/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,9.20,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232700037000010253263',Travel-Other Travel
25/09/2023,APPLE.COM/BILL          HOLLYHILL,11.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT232680073000010023720',General Purchases-Computer Supplies
25/09/2023,ASDA STORE TOTTENHAM HA LONDON,8.75,,ASDA STORE TOTTENHAM HA LONDON,"ASDA TOTTENHAM HALE
UNIT 1 HALE VILLAGE GATEWAY SQUARE
DANELAND WALK",LONDON,N17 9GW,UNITED KINGDOM OF GB AND NI,'AT232690036000010244119',Miscellaneous-Other
25/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,12.99,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232690036000010198856',Entertainment-Restaurants
25/09/2023,FRAGRANCE SAMPLES UK LT ESSEX,31.41,Fragrance Samples UK - #29944067162306,FRAGRANCE SAMPLES UK LT ESSEX,"4 ALDON CLOSE
HARWICH",ESSEX,CO12 5HF,UNITED KINGDOM OF GB AND NI,'AT232690036000010232815',General Purchases-General Retail
25/09/2023,M&S BISHOPS STORTFORD   GREATER LONDON,37.10,GOODS,M&S BISHOPS STORTFORD   GREATER LONDON,6 CITY NORTH PLACE,LONDON,N4 3FU,UNITED KINGDOM OF GB AND NI,'AT232690036000010243986',General Purchases-Department Stores
25/09/2023,PADDLE.NET*GEOGUESSR 22 LONDON,3.49,,PADDLE.NET*GEOGUESSR 22 LONDON,70 WILSON STREET,LONDON,EC2A 2DB,UNITED KINGDOM OF GB AND NI,'AT232690036000010212968',General Purchases-Computer Supplies
25/09/2023,TEES SPORT              MIDDLESBROUGH,30.99,1 x Roberto Sport ITSF Balls - Pack of 1,TEES SPORT              MIDDLESBROUGH,ZETLAND PLACE,MIDDLESBROUGH,TS1 1HJ,UNITED KINGDOM OF GB AND NI,'AT232690036000010232773',General Purchases-Online Purchases
25/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,11.70,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232690036000010185976',Travel-Other Travel
25/09/2023,THE FRAGRANCE SHOP      MANCHESTER,12.00,,THE FRAGRANCE SHOP      MANCHESTER,CHURCHILL POINT LAKE EDGE GREEN TRAFFORD PARK ROAD UNIT 6,MANCHESTER,M17 1BL,UNITED KINGDOM OF GB AND NI,'AT232680046000010202746',General Purchases-General Retail
25/09/2023,ZETTLE *CLAUD W DENNIS  LONDON,2.00,,ZETTLE *CLAUD W DENNIS  LONDON,4 BRANSCOMBE GARDEN,LONDON,N21 3BN,UNITED KINGDOM OF GB AND NI,'AT232690036000010253395',Entertainment-Restaurants
24/09/2023,APPLE.COM/BILL          HOLLYHILL,9.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT232680073000010023277',General Purchases-Computer Supplies
24/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,20.44,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232680046000010237240',Entertainment-Restaurants
24/09/2023,SPORTAS LIMITED         LONDON,15.00,,SPORTAS LIMITED         LONDON,14 GAINSBOROUGH ROAD GAINSBOROUGH ROAD,LONDON,E15 3AF,UNITED KINGDOM OF GB AND NI,'AT232670058000010011870',Entertainment-Sports Events
23/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,26.67,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232670035000010313193',Entertainment-Restaurants
23/09/2023,RITUALS COSMETICS UK LT LONDON,113.00,,RITUALS COSMETICS UK LT LONDON,29 JAMES STREET,LONDON,WC2E 8PA,UNITED KINGDOM OF GB AND NI,'AT232670035000010259027',General Purchases-General Retail
23/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.00,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232680046000010244987',Travel-Other Travel
23/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,5.70,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232670035000010308258',Travel-Other Travel
22/09/2023,AMZNMKTPLACE            AMAZON.CO.UK,19.60,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232660039000010221376',General Purchases-Online Purchases
22/09/2023,APPLE.COM/UK            HOLLYHILL,239.00,,APPLE.COM/UK            HOLLYHILL,"GBP SUBMISSIONS
HOLLYHILL INDUSTRIAL ESTATE
P O BOX 255
CORK",,XX0 0XX,IRELAND,'AT232660039000010263049',General Purchases-Online Purchases
22/09/2023,APPLE.COM/UK            HOLLYHILL,1099.00,,APPLE.COM/UK            HOLLYHILL,"GBP SUBMISSIONS
HOLLYHILL INDUSTRIAL ESTATE
P O BOX 255
CORK",,XX0 0XX,IRELAND,'AT232660039000010263048',General Purchases-Online Purchases
22/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,32.89,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232660039000010299751',Entertainment-Restaurants
22/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,49.09,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232660039000010263852',Entertainment-Restaurants
21/09/2023,APPLE.COM/BILL          HOLLYHILL,8.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT232640074000010024517',General Purchases-Computer Supplies
21/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,7.40,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232650047000010215415',Travel-Other Travel
20/09/2023,AMZNMKTPLACE            AMAZON.CO.UK,31.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232640046000010253866',General Purchases-Online Purchases
20/09/2023,BOLT                    LONDON,18.80,,BOLT                    LONDON,STUDIO 4 114 POWER ROAD,LONDON,W4 5PY,UNITED KINGDOM OF GB AND NI,'AT232640046000010248728',Miscellaneous-Other
20/09/2023,OCADO                   HATFIELD,68.10,,OCADO                   HATFIELD,"TITAN COURT
3 BISHOPS SQUARE BUSINESS PARK",HATFIELD,AL10 9NE,UNITED KINGDOM OF GB AND NI,'AT232630046000010228554',General Purchases-Groceries
20/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,5.80,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232640046000010231926',Travel-Other Travel
20/09/2023,TM *TICKETMASTERUK      LONDON,419.55,,TM *TICKETMASTERUK      LONDON,4 PENTONVILLE ROAD,LONDON,N1 9HF,UNITED KINGDOM OF GB AND NI,'AT232640074000010018338',General Purchases-Mail Order
20/09/2023,UBER TRIP               HTTPS://HELP.UB,5.00,,UBER TRIP               HTTPS://HELP.UB,"ALDGATE TOWER FIRST FLOOR 2 LEHMAN
STREET",LONDON,E1 8FA,UNITED KINGDOM OF GB AND NI,'AT232630073000010018170',Miscellaneous-Other
20/09/2023,UBER TRIP               HTTPS://HELP.UB,16.66,,UBER TRIP               HTTPS://HELP.UB,"ALDGATE TOWER FIRST FLOOR 2 LEHMAN
STREET",LONDON,E1 8FA,UNITED KINGDOM OF GB AND NI,'AT232640046000010186121',Miscellaneous-Other
19/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,8.80,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232630046000010215394',Travel-Other Travel
18/09/2023,AMZNMKTPLACE            AMAZON.CO.UK,196.44,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232610082000010029105',General Purchases-Online Purchases
18/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,13.69,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232620043000010189397',Entertainment-Restaurants
18/09/2023,SONOS EUROPE BV Sonos E HILVERSUM,788.30,,SONOS EUROPE BV Sonos E HILVERSUM,"SCHUTTERSWEG 10
HILVERSUM",,1217 PZ,NETHERLANDS (THE),'AT232630046000010192931',General Purchases-Electronics Stores
18/09/2023,SPORTAS LIMITED         LONDON,-11.00,,SPORTAS LIMITED         LONDON,14 GAINSBOROUGH ROAD GAINSBOROUGH ROAD,LONDON,E15 3AF,UNITED KINGDOM OF GB AND NI,'AT232620043000010242050',Entertainment-Sports Events
18/09/2023,SPORTAS LIMITED         LONDON,11.00,,SPORTAS LIMITED         LONDON,14 GAINSBOROUGH ROAD GAINSBOROUGH ROAD,LONDON,E15 3AF,UNITED KINGDOM OF GB AND NI,'AT232610047000010198238',Entertainment-Sports Events
18/09/2023,SPORTAS LIMITED         LONDON,13.00,,SPORTAS LIMITED         LONDON,14 GAINSBOROUGH ROAD GAINSBOROUGH ROAD,LONDON,E15 3AF,UNITED KINGDOM OF GB AND NI,'AT232620043000010224371',Entertainment-Sports Events
17/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,35.09,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232610047000010236476',Entertainment-Restaurants
17/09/2023,MCDONALDS STRAND        LONDON,14.29,GOODS,MCDONALDS STRAND        LONDON,35 THE STRAND,LONDON,WC2N 5HZ,UNITED KINGDOM OF GB AND NI,'AT232600038000010295713',Entertainment-Bars & Cafés
17/09/2023,SPORTAS LIMITED         LONDON,12.00,,SPORTAS LIMITED         LONDON,14 GAINSBOROUGH ROAD GAINSBOROUGH ROAD,LONDON,E15 3AF,UNITED KINGDOM OF GB AND NI,'AT232600038000010230160',Entertainment-Sports Events
17/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,7.55,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232610047000010257624',Travel-Other Travel
16/09/2023,HEAVEN                  London,5.00,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232600038000010301663',Entertainment-Bars & Cafés
16/09/2023,HEAVEN                  London,23.00,,HEAVEN                  London,11 THE ARCHES,LONDON,WC2N 6NG,UNITED KINGDOM OF GB AND NI,'AT232600038000010301667',Entertainment-Bars & Cafés
16/09/2023,M&S BISHOPS STORTFORD   GREATER LONDON,47.95,GOODS,M&S BISHOPS STORTFORD   GREATER LONDON,6 CITY NORTH PLACE,LONDON,N4 3FU,UNITED KINGDOM OF GB AND NI,'AT232600038000010311133',General Purchases-Department Stores
16/09/2023,TESCO STORE 4436 4436TE KILBURN,6.70,,TESCO STORE 4436 4436TE KILBURN,405 KILBURN HIGH ROAD,KILBURN,NW6 7QE,UNITED KINGDOM OF GB AND NI,'AT232600038000010307451',General Purchases-Groceries
16/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,9.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232600038000010252170',Travel-Other Travel
15/09/2023,AMZNMKTPLACE            AMAZON.CO.UK,8.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232600038000010263835',General Purchases-Online Purchases
15/09/2023,APPLE.COM/BILL          HOLLYHILL,18.49,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT232590047000010020362',General Purchases-Computer Supplies
15/09/2023,APPLE.COM/UK            HOLLYHILL,44.95,,APPLE.COM/UK            HOLLYHILL,"GBP SUBMISSIONS
HOLLYHILL INDUSTRIAL ESTATE
P O BOX 255
CORK",,XX0 0XX,IRELAND,'AT232620043000010176872',General Purchases-Online Purchases
15/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,34.65,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232590017000010277934',Entertainment-Restaurants
15/09/2023,TESCO STORE 6490 6490TE LONDON,3.80,,TESCO STORE 6490 6490TE LONDON,HALE VILLAGE,LONDON,N17 9NE,UNITED KINGDOM OF GB AND NI,'AT232590017000010224308',General Purchases-Groceries
15/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,5.50,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232590017000010279924',Travel-Other Travel
14/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,13.69,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232580047000010262635',Entertainment-Restaurants
14/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,6.70,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232580047000010178103',Travel-Other Travel
13/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,22.63,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232570047000010217988',Entertainment-Restaurants
13/09/2023,Google YouTubePremium   SAO PAULO,4.17,"Foreign Spend Amount: 24,90 BRAZILIAN REAL Commission Amount: 0.12 Currency Exchange Rate: 6.1481",Google YouTubePremium   SAO PAULO,"AV BRIG FARIA LIMA
SAO PAULO",,04538133,BRAZIL,'AT232570047000010240995',Business Services-Professional Services
13/09/2023,SPORTAS LIMITED         LONDON,15.00,,SPORTAS LIMITED         LONDON,14 GAINSBOROUGH ROAD GAINSBOROUGH ROAD,LONDON,E15 3AF,UNITED KINGDOM OF GB AND NI,'AT232570047000010200258',Entertainment-Sports Events
13/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,1.80,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232570047000010176663',Travel-Other Travel
13/09/2023,UBER TRIP               AMSTERDAM,16.63,,UBER TRIP               AMSTERDAM,"ALDGATE TOWER FIRST FLOOR 2 LEHMAN
STREET",LONDON,E1 8FA,UNITED KINGDOM OF GB AND NI,'AT232570047000010240801',Miscellaneous-Other
12/09/2023,APPLE.COM/BILL          HOLLYHILL,11.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT232560072000010018434',General Purchases-Computer Supplies
12/09/2023,ASDA STORE TOTTENHAM HA LONDON,3.15,,ASDA STORE TOTTENHAM HA LONDON,"ASDA TOTTENHAM HALE
UNIT 1 HALE VILLAGE GATEWAY SQUARE
DANELAND WALK",LONDON,N17 9GW,UNITED KINGDOM OF GB AND NI,'AT232560046000010211379',Miscellaneous-Other
12/09/2023,Google Storage          SAO PAULO,1.17,"Foreign Spend Amount: 6,99 BRAZILIAN REAL Commission Amount: 0.03 Currency Exchange Rate: 6.1315",Google Storage          SAO PAULO,"AV BRIG FARIA LIMA
SAO PAULO",,04538133,BRAZIL,'AT232570047000010240998',Business Services-Professional Services
12/09/2023,JUST EAT.CO.UK LTD      LONDON,12.50,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT232560046000010186597',Entertainment-Restaurants
12/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,6.00,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232560046000010205791',Travel-Other Travel
11/09/2023,AMZNMKTPLACE            AMAZON.CO.UK,2.20,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232560046000010237790',General Purchases-Online Purchases
11/09/2023,AMZNMKTPLACE            AMAZON.CO.UK,15.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232550045000010165989',General Purchases-Online Purchases
11/09/2023,SPORTAS LIMITED         LONDON,12.00,,SPORTAS LIMITED         LONDON,14 GAINSBOROUGH ROAD GAINSBOROUGH ROAD,LONDON,E15 3AF,UNITED KINGDOM OF GB AND NI,'AT232540047000010219807',Entertainment-Sports Events
10/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,4.80,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232540047000010191872',Travel-Other Travel
10/09/2023,UBER TRIP               AMSTERDAM,16.91,,UBER TRIP               AMSTERDAM,"ALDGATE TOWER FIRST FLOOR 2 LEHMAN
STREET",LONDON,E1 8FA,UNITED KINGDOM OF GB AND NI,'AT232540047000010233794',Miscellaneous-Other
09/09/2023,3CPAYMENT*PRET A MANGER LONDON,2.00,,3CPAYMENT*PRET A MANGER LONDON,KENSINGTON HIGH ST UNIT 14,LONDON,W8 5SF,UNITED KINGDOM OF GB AND NI,'AT232530038000010197063',Entertainment-Bars & Cafés
09/09/2023,SPORTAS LIMITED         LONDON,12.00,,SPORTAS LIMITED         LONDON,14 GAINSBOROUGH ROAD GAINSBOROUGH ROAD,LONDON,E15 3AF,UNITED KINGDOM OF GB AND NI,'AT232520037000010213986',Entertainment-Sports Events
09/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,9.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232530038000010289610',Travel-Other Travel
08/09/2023,APPLE.COM/BILL          HOLLYHILL,5.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT232510075000010017730',General Purchases-Computer Supplies
08/09/2023,JUST EAT.CO.UK LTD      LONDON,18.32,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT232520037000010216583',Entertainment-Restaurants
08/09/2023,OCADO                   HATFIELD,75.49,,OCADO                   HATFIELD,"TITAN COURT
3 BISHOPS SQUARE BUSINESS PARK",HATFIELD,AL10 9NE,UNITED KINGDOM OF GB AND NI,'AT232520037000010182634',General Purchases-Groceries
08/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,6.00,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232520037000010226148',Travel-Other Travel
07/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,28.35,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232510047000010258951',Entertainment-Restaurants
07/09/2023,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,21.99,,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,"1-2 THE STABLES
GADBROOK PARK",NORTHWICH,CW9 7RA,UNITED KINGDOM OF GB AND NI,'AT232510047000010258432',General Purchases-Online Purchases
07/09/2023,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,24.50,,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,"1-2 THE STABLES
GADBROOK PARK",NORTHWICH,CW9 7RA,UNITED KINGDOM OF GB AND NI,'AT232510047000010258431',General Purchases-Online Purchases
06/09/2023,BX MERCHANDISE          LONDON,45.20,,BX MERCHANDISE          LONDON,"""BON MARCHE CENTRE, 241-251 FERNDALE ROAD""",LONDON,SW9,UNITED KINGDOM OF GB AND NI,'AT232490047000010153815',General Purchases-General Retail
06/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,9.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232500047000010188578',Travel-Other Travel
06/09/2023,W H SMITH               LONDON,1.99,GOODS,W H SMITH               LONDON,"EUSTON STATION
ST PANCRAS",LONDON,NW1 2BU,UNITED KINGDOM OF GB AND NI,'AT232500047000010175167',Business Services-Office Supplies
06/09/2023,WF* UK3963967054        LONDON,384.98,,WF* UK3963967054        LONDON,"""WAYFAIR HOUSE, TUAM ROAD""
GALWAY",,H91 W260,IRELAND,'AT232490047000010153871',General Purchases-Hardware Supplies
